method,iteration,objective,nrmse,seconds,inner_evaluations,step,outer_kkt,inner_kkt,majorizer_gap,surrogate_change,sufficient_slack,allocation_change,zero_latents,inner_iterations,fluence,seed
SIRT,60,0.2409480747373732,0.20165041431599282,0.08340583300014259,60,0.0490601647855599,0.00820103694399655,nan,3.3698961073502376e-06,-0.0034130353370957784,0.003296060244760684,5.114707684051789e-05,0,1,20000.0,20260910
SIRT,61,0.23763065436543485,0.20021636431749462,0.08472870799960219,61,0.048355966161742564,0.008093684664548469,nan,3.2355308756578037e-06,-0.003314184841058576,0.003200505398766577,5.005942377071355e-05,0,1,20000.0,20260910
SIRT,62,0.2344085779053172,0.19880624628130028,0.08603225000115344,62,0.04763475180189071,0.00798717581047289,nan,3.1236310494580012e-06,-0.003218952829071643,0.00310862298115627,4.921455146569836e-05,0,1,20000.0,20260910
SIRT,63,0.2312764593036231,0.19741956689299636,0.08733279100124491,63,0.046972091413497015,0.00788075404927261,nan,3.0288763628156757e-06,-0.00312908972532832,0.0030217997331062046,4.85322663478091e-05,0,1,20000.0,20260910
SIRT,64,0.22822927899821585,0.1960558617033181,0.08863529099835432,64,0.04632563260870051,0.00777478217863175,nan,2.931267049533083e-06,-0.0030442490383597483,0.0029398770935774227,4.777118199919889e-05,0,1,20000.0,20260910
SIRT,65,0.22526423012339056,0.19471468386795834,0.08993608300079359,65,0.04569555830042068,0.007669906058646118,nan,2.837519161879278e-06,-0.002962211355662655,0.0028606446724059363,4.7003494598955295e-05,0,1,20000.0,20260910
SIRT,66,0.2223802921276183,0.19339560319986518,0.09128904099998181,66,0.04507651800903588,0.007569236893521984,nan,2.739733549185366e-06,-0.0028811982622230733,0.0027823433719812987,4.611901218891534e-05,0,1,20000.0,20260910
SIRT,67,0.21957318455195676,0.192098198427312,0.092598374998488,67,0.044473022924026884,0.0074693940166790235,nan,2.655220891501407e-06,-0.0028044523547728984,0.0027082150872614983,4.5411497734070454e-05,0,1,20000.0,20260910
SIRT,68,0.21683985532422861,0.1908220600737984,0.09415033299956121,68,0.04388332537139527,0.007369999028654094,nan,2.5715314907134003e-06,-0.002730757696233531,0.002637041915445561,4.467852946950508e-05,0,1,20000.0,20260910
SIRT,69,0.21417858105166088,0.1895667897636711,0.09553774999949383,69,0.04329572472974968,0.0072713086930044895,nan,2.4974157017012955e-06,-0.002658776856869409,0.0025675482835740247,4.399848889115342e-05,0,1,20000.0,20260910
SIRT,70,0.21159177285554373,0.1883319935427117,0.0968734999987646,70,0.04267957769729995,0.007173584458739359,nan,2.4047803933186023e-06,-0.0025844034157204007,0.0024957308784961533,4.318550540647386e-05,0,1,20000.0,20260910
SIRT,71,0.20908005646234656,0.1871172524436907,0.09820599999875412,71,0.04209834925340835,0.00707700639811517,nan,2.3343430802808255e-06,-0.0025093820501205406,0.002423102842704069,4.2405825353357285e-05,0,1,20000.0,20260910
SIRT,72,0.20663604962744092,0.18592217234007516,0.09951695799827576,72,0.04154674055543452,0.006981116077796944,nan,2.2530020129440673e-06,-0.0024417538328926655,0.0023577002523666136,4.152012358797536e-05,0,1,20000.0,20260910
SIRT,73,0.20425485496487103,0.1847463947889718,0.10082508299819892,73,0.04100032254576804,0.006886070625462483,nan,2.1846074379852475e-06,-0.0023790100551324615,0.00229714334012704,4.091140773744152e-05,0,1,20000.0,20260910
SIRT,74,0.20193436760710895,0.18358956095298284,0.10213879100047052,74,0.04047680047354497,0.0067920045066347315,nan,2.1248156897545755e-06,-0.0023183625420713765,0.0022385687889333213,4.037840838825642e-05,0,1,20000.0,20260910
SIRT,75,0.19967338048858688,0.18245133139220646,0.10343791600098484,75,0.039946334796098014,0.006701718867259824,nan,2.06405773338004e-06,-0.0022589230607861044,0.0021812016353399757,3.981958584394131e-05,0,1,20000.0,20260910
SIRT,76,0.19747670533418646,0.18133135214454302,0.10476220800046576,76,0.0394076546838458,0.006632176915821003,nan,2.016980015497297e-06,-0.002194658174386784,0.0021190269920163566,3.9316992675983407e-05,0,1,20000.0,20260910
SIRT,77,0.19533599234295784,0.18022926456087737,0.10609924999880604,77,0.038906140548290606,0.006561438548784929,nan,1.9589462052920157e-06,-0.002138754045023812,0.002065028602610449,3.871441596662916e-05,0,1,20000.0,20260910
SIRT,78,0.19325163160611222,0.17914474069357333,0.10747533299945644,78,0.038411720405626945,0.006490854879393207,nan,1.900223550428143e-06,-0.002082460513295425,0.002010587723619617,3.8020376789288015e-05,0,1,20000.0,20260910
SIRT,79,0.19121738572361802,0.1780774540269017,0.10880750000069384,79,0.03793775575390199,0.0064193162484726205,nan,1.854071311958215e-06,-0.0020323918111814997,0.0019622822169120704,3.7555045801448065e-05,0,1,20000.0,20260910
SIRT,80,0.1892329465480804,0.17702710381363237,0.11019454100096482,80,0.0374679402187195,0.006347472251011669,nan,1.8043328189516393e-06,-0.001982634842718141,0.0019142468483259397,3.7029344878418264e-05,0,1,20000.0,20260910
SIRT,81,0.18729620443552927,0.17599338576734297,0.11176058300043223,81,0.037012477355894094,0.006275569162312985,nan,1.756456564043565e-06,-0.0019349856559916585,0.0018682459385500978,3.65220235841665e-05,0,1,20000.0,20260910
SIRT,82,0.18540709202699518,0.17497601669017235,0.11309579099906841,82,0.036562706208280636,0.006204292696068003,nan,1.706225135710544e-06,-0.0018874061833918628,0.0018222708342704415,3.5962468815498425e-05,0,1,20000.0,20260910
SIRT,83,0.18356363648232069,0.17397471728790648,0.11439833300028113,83,0.03611403092608789,0.006133006830695232,nan,1.6615386864767038e-06,-0.0018417940059899606,0.0017782443831879722,3.548204795017881e-05,0,1,20000.0,20260910
SIRT,84,0.18176726886760516,0.17298920091137604,0.11569862499891315,84,0.035661280049355454,0.006061950057036699,nan,1.6420622580344198e-06,-0.001794725552452767,0.0017327812699775937,3.5377941839070286e-05,0,1,20000.0,20260910
SIRT,85,0.18001251029523366,0.17201918879722888,0.1170244159984577,85,0.03524072768242499,0.005991113706193544,nan,1.6023011255423311e-06,-0.0017531562712455261,0.0016926631279921647,3.4931209027011054e-05,0,1,20000.0,20260910
SIRT,86,0.17829943261887896,0.1710644264126728,0.11837316599849146,86,0.03481957544905296,0.005921047313831801,nan,1.5660121096493462e-06,-0.0017115116642468671,0.0016524575346320873,3.460958838933597e-05,0,1,20000.0,20260910
SIRT,87,0.17662759058609545,0.17012465442328437,0.1196698749990901,87,0.03440642707305764,0.005852500509183127,nan,1.532149231542587e-06,-0.0016703098835556959,0.0016126519215868232,3.427663096078376e-05,0,1,20000.0,20260910
SIRT,88,0.17499631784560316,0.16919962089488122,0.12097066600108519,88,0.034003602956467434,0.005784238392138536,nan,1.488150539726858e-06,-0.0016297845899469366,0.0015734604897912415,3.368895580608089e-05,0,1,20000.0,20260910
SIRT,89,0.1734060652376085,0.16828908190987557,0.12243587500051945,89,0.033593212136074024,0.005716937203023683,nan,1.445700690711728e-06,-0.0015888069073081183,0.0015338274129137054,3.314215681982166e-05,0,1,20000.0,20260910
SIRT,90,0.17185589473063684,0.16739278016366793,0.12375145799887832,90,0.033183440734088104,0.005650819864658079,nan,1.4255163650536783e-06,-0.001548744990603776,0.0014951134700240119,3.3037033513922495e-05,0,1,20000.0,20260910
SIRT,91,0.1703399778682286,0.1665104698376825,0.12506874999962747,91,0.032806468100294195,0.00558440479976361,nan,1.3937055735056493e-06,-0.0015145231568340731,0.0014621036449474533,3.265574569866573e-05,0,1,20000.0,20260910
SIRT,92,0.1688581545393855,0.16564193089878584,0.12637099999847123,92,0.032432228592904365,0.005518353127421271,nan,1.364493501250638e-06,-0.001480458835339235,0.0014292308562679924,3.2300741264345484e-05,0,1,20000.0,20260910
SIRT,93,0.1674103304204346,0.16478693862117952,0.12839154099856387,93,0.032063334346601025,0.0054529282055219425,nan,1.3395255013145441e-06,-0.0014464845934557208,0.0013964212484797948,3.199355340761555e-05,0,1,20000.0,20260910
SIRT,94,0.16599648729710767,0.16394526777676277,0.1297258749982575,94,0.031691612238927254,0.005389253828949421,nan,1.2966681631399811e-06,-0.0014125464551599794,0.0013636252090118038,3.140801666227105e-05,0,1,20000.0,20260910
SIRT,95,0.1646159231937811,0.16311669482188748,0.13106216600135667,95,0.03133209399290622,0.005328160320365835,nan,1.2594971842220204e-06,-0.0013793046061424028,0.001331479097627555,3.087668756543471e-05,0,1,20000.0,20260910
SIRT,96,0.16326554632157003,0.16230101045743903,0.13238345799982199,96,0.030984656317278196,0.005267035691439028,nan,1.2314077224279389e-06,-0.0013491454644871791,0.0013023744258560753,3.0501986167085572e-05,0,1,20000.0,20260910
SIRT,97,0.16194443075468193,0.16149801568857372,0.13370995800141827,97,0.030639180237678858,0.005205879629697633,nan,1.2064806848326065e-06,-0.0013199090862056635,0.001274177598606255,3.0189890842756213e-05,0,1,20000.0,20260910
SIRT,98,0.1606530769904405,0.16070750704482667,0.13502016599886701,98,0.03028678461108118,0.005145028267115361,nan,1.182733700087089e-06,-0.0012901710305379729,0.001245489298137514,2.9827799486820565e-05,0,1,20000.0,20260910
SIRT,99,0.15939304246734146,0.1599292793933369,0.13631858300141175,99,0.029929844620963857,0.005084636181268594,nan,1.152121676581375e-06,-0.0012588824014257544,0.0012152447431473053,2.9399350462293952e-05,0,1,20000.0,20260910
SIRT,100,0.15816002889002156,0.15916314048476785,0.139556124999217,100,0.02960343608034956,0.005024202810191493,nan,1.1297250922993647e-06,-0.001231883852226487,0.0011891954059317243,2.9119827447475965e-05,0,1,20000.0,20260910
LS,0,3.99168766514862,0.41045526780408303,0.0,0,0.0,0.08255919854794248,0.0,0.0,0.0,0.0,0.0,0,0,20000.0,20260910
LS,1,0.5411990450800152,0.14720649941501462,0.25355104099799064,388,9.75834543744831,0.02745756983825822,8.560128879192456e-08,0.7114867534224053,-2.739001866646195,-1.310776663759809,0.020946413927111756,0,361,20000.0,20260910
LS,2,0.16958446055788765,0.1440423122087625,0.34691991599902394,534,1.525751364436515,0.011891794833850557,7.835804543819681e-08,0.10198879595414474,-0.2696257885679843,0.2552187232181331,0.00819199151856135,0,135,20000.0,20260910
LS,3,0.11198893714165631,0.14575676670121776,0.43050249999942025,665,0.6711287385053145,0.0055997073869940225,9.859395152536734e-08,0.017069697222004486,-0.04052582619422992,0.035074834233844596,0.003475695423046507,0,119,20000.0,20260910
LS,4,0.09946014419838432,0.14709565368984215,0.517438791001041,800,0.44398313374946,0.003055101490522579,7.848639285363387e-08,0.0043613602103517645,-0.008167432732909981,0.00267274179057244,0.0017751351282287167,0,127,20000.0,20260910
LS,5,0.09486677924346802,0.1486562877995624,0.6014306249999208,932,0.3573869917042132,0.0019001068588533133,7.292307564029947e-08,0.0018599724120555226,-0.0027333925428684198,-0.0017929081370530661,0.0011298813216062485,0,123,20000.0,20260910
LS,6,0.09243872468272471,0.15074624323471536,0.7051478329995007,1098,0.30021395906399717,0.0014061760235231171,9.86086597162258e-08,0.0010543678914159947,-0.0013736866693233858,-0.002078366500100657,0.0008297249884692276,0,154,20000.0,20260910
LS,7,0.09095233046869591,0.15322775998111332,0.7841742079981486,1223,0.25547128328689045,0.001197648686856706,8.69669367001732e-08,0.0006626095495251901,-0.0008237846645037976,-0.001776884615183735,0.0006502269511011134,0,115,20000.0,20260910
LS,8,0.08997608857994877,0.15578374057834143,0.9087611659997492,1420,0.22398716878899708,0.0011387380869808035,9.047273711042512e-08,0.0004412914590801956,-0.0005349504296692618,-0.0015322707003583855,0.0005298500188317223,0,188,20000.0,20260910
LS,9,0.0893091634477234,0.15835577067859447,1.032743790998211,1616,0.19734762415362658,0.0011243763027357077,7.547705559996942e-08,0.00030591521796069694,-0.0003610099142680536,-0.0012803791057286848,0.00044255270736742177,0,182,20000.0,20260910
LS,10,0.08883046648822954,0.16088241312467907,1.1543093330001284,1813,0.17746474204032053,0.001109948438361434,9.686199946532337e-08,0.0002223040525951646,-0.00025639290689593203,-0.0010959897738780156,0.00037928730956859804,0,183,20000.0,20260910
LS,11,0.08846818366136121,0.16334115036130148,1.2689791249977134,1996,0.1616936047700436,0.0010918573905263796,9.272180115702609e-08,0.00016891266402876902,-0.00019337016283413078,-0.0009449582643082243,0.00033239972268371944,0,174,20000.0,20260910
LS,12,0.08818472718208645,0.16568817058084492,1.3885174579991144,2190,0.14796813470642203,0.0010970662202877729,9.321150247495395e-08,0.00013294084526184466,-0.00015051563401423772,-0.0008112719651501329,0.00029609473127833617,0,182,20000.0,20260910
LS,13,0.08795511466404245,0.1679588164028776,1.5067774579983961,2383,0.13727098294292364,0.001112443675261615,9.708246081084396e-08,0.00010833626367587032,-0.00012127625437482608,-0.000712553619861821,0.0002680317420326892,0,178,20000.0,20260910
LS,14,0.08776295673090094,0.17012451206578158,1.6198817500007863,2566,0.12906905948614827,0.0011232670971753418,9.44699243041664e-08,9.096456982298084e-05,-0.00010119336331671129,-0.0006407831726904373,0.0002461715569198721,0,173,20000.0,20260910
LS,15,0.08759815070337815,0.17220303370670179,1.7369184579983994,2757,0.12187002868462486,0.0011330381608457324,9.488009462303921e-08,7.81869681603425e-05,-8.661905935846058e-05,-0.0005778091670567713,0.0002285822193960687,0,178,20000.0,20260910
LS,16,0.08745412392560367,0.17419600024665932,1.8570956660005322,2955,0.11559371102099864,0.001143886696687563,8.884224895983548e-08,6.841311780515995e-05,-7.561365996797835e-05,-0.0005240685236058318,0.000214046915282736,0,182,20000.0,20260910
LS,17,0.08732597926029842,0.17613433109141294,1.989155415998539,3168,0.11036982319135973,0.001152392392091356,9.014339921677068e-08,6.0855830402865265e-05,-6.728883490478619e-05,-0.00048093022825934834,0.00020198815192572602,0,202,20000.0,20260910
LS,18,0.08721039251729264,0.17803683378732935,2.130928499998845,3400,0.10585575110535692,0.0011585615086168388,8.152902487945723e-08,5.487764731415212e-05,-6.0709095699638316e-05,-0.00044468525909818085,0.0001918048311727992,0,218,20000.0,20260910
LS,19,0.08710499637895727,0.1799205042414859,2.200040625000838,3509,0.10136887975420295,0.0011633389224411238,9.971008196775989e-08,4.994601997785614e-05,-5.5450118353970626e-05,-0.0004083863507957381,0.0001829612032957621,0,100,20000.0,20260910
LS,20,0.08700822288221793,0.18169441505409897,2.313071458000195,3693,0.09832422777881626,0.0011670516804723064,9.544941155652389e-08,4.571620420197975e-05,-5.105729253174414e-05,-0.0003866091916756886,0.00017507938746577889,0,172,20000.0,20260910
LS,21,0.08691962924521336,0.18334403266713806,2.42464954100069,3874,0.09470084512725507,0.0011698822405573437,7.042812901520439e-08,4.176106894546169e-05,-4.683256806708096e-05,-0.00035981886638624555,0.00016759765091796378,0,169,20000.0,20260910
