metric,initial,after_one_sirt,change
half_squared_error,0.5302460584113187,0.4804530139182014,-0.04979304449311728
poisson_objective,9.350018146228678,9.465735902799727,0.11571775657104943
lambda_max_H,1.0,1.0,0.0
